model,delta,loss_mse_vs_ref,n_shifted_gates,value_Mz,ref_Mz,value_XX_bond_avg,ref_XX_bond_avg,value_YY_bond_avg,ref_YY_bond_avg,value_ZZ_bond_avg,ref_ZZ_bond_avg,value_E_bond,ref_E_bond
heisenberg,-0.3947589216125771,0.0025076758453286725,60.0,0.7279954957658002,0.7169876017330581,-1.059988085623048e-05,-0.012074758238173989,-4.564255973008883e-06,-0.006957070082509616,0.4875150348111579,0.5109487851385262,0.48749987067432865,0.49191695681784253
ising,-0.3947589216125771,0.00020096235294117849,20.0,0.8963999999999999,0.8996400000000001,-4.904922229807318e-35,-6.219055028315628e-20,4.904922229807318e-35,-5.28725821232346e-20,0.7834999999999999,0.791,0.7834999999999999,0.791
heisenberg,-0.37335904214476,0.00203896182709987,60.0,0.7179613949979343,0.7169876017330581,-0.00021369229420131102,-0.012074758238173989,-0.00011489973436585419,-0.006957070082509616,0.4649387808315899,0.5109487851385262,0.46461018880302274,0.49191695681784253
ising,-0.37335904214476,0.0002737152941176456,20.0,0.9099999999999999,0.8996400000000001,-1.2761261452792697e-20,-6.219055028315628e-20,-1.2761261452792339e-20,-5.28725821232346e-20,0.8154999999999999,0.791,0.8154999999999999,0.791
heisenberg,-0.35309988612909526,0.0017032323911723994,60.0,0.7146398212693524,0.7169876017330581,-0.0005767682367051211,-0.012074758238173989,-0.000197110434561731,-0.006957070082509616,0.4865611906312516,0.5109487851385262,0.48578731195998476,0.49191695681784253
ising,-0.35309988612909526,0.0003207741176470591,20.0,0.9036000000000002,0.8996400000000001,4.962592574391081e-20,-6.219055028315628e-20,4.9625925743910814e-20,-5.28725821232346e-20,0.7995000000000001,0.791,0.7995000000000001,0.791
heisenberg,-0.3339195557895036,0.0014155676082906424,60.0,0.7299161249700268,0.7169876017330581,-0.001301555986975942,-0.012074758238173989,-3.0829688222913892e-06,-0.006957070082509616,0.49888429954495594,0.5109487851385262,0.4975796605891577,0.49191695681784253
ising,-0.3339195557895036,9.649176470588166e-05,20.0,0.8908000000000001,0.8996400000000001,2.391586612302171e-34,-6.219055028315628e-20,8.452862070988995e-36,-5.28725821232346e-20,0.7805000000000002,0.791,0.7805000000000002,0.791
heisenberg,-0.3157594494847533,0.0019678902555896947,60.0,0.7376429220263189,0.7169876017330581,-0.0017014612306293394,-0.012074758238173989,0.0004028881356389303,-0.006957070082509616,0.5229518908730797,0.5109487851385262,0.5216533177780893,0.49191695681784253
ising,-0.3157594494847533,0.00044515058823529414,20.0,0.8912000000000001,0.8996400000000001,6.63882599162799e-35,-6.219055028315628e-20,-6.63882599162799e-35,-5.28725821232346e-20,0.7735,0.791,0.7735,0.791
heisenberg,-0.2985640826629329,0.0008669420639741804,60.0,0.7285053714249641,0.7169876017330581,-0.0031022939205888373,-0.012074758238173989,-0.000713104402961715,-0.006957070082509616,0.507550958336845,0.5109487851385262,0.5037355600132944,0.49191695681784253
ising,-0.2985640826629329,4.5385882352942243e-05,20.0,0.8976,0.8996400000000001,1.8109574321911238e-20,-6.219055028315628e-20,1.8109574321911395e-20,-5.28725821232346e-20,0.7855,0.791,0.7855,0.791
heisenberg,-0.2822809183395641,0.0007669119147240076,60.0,0.7383509933626509,0.7169876017330581,-0.0034867816765219396,-0.012074758238173989,-0.0009585564296397006,-0.006957070082509616,0.5190421941554362,0.5109487851385262,0.5145968560492745,0.49191695681784253
ising,-0.2822809183395641,0.0003893388235294117,20.0,0.9132000000000001,0.8996400000000001,1.1947268911848344e-19,-6.219055028315628e-20,1.1947268911848344e-19,-5.28725821232346e-20,0.8225,0.791,0.8225,0.791
heisenberg,-0.26686020658141324,0.0005241721572125706,60.0,0.7098468754006954,0.7169876017330581,-0.002954650554187039,-0.012074758238173989,0.00011045496561106036,-0.006957070082509616,0.4895965331631328,0.5109487851385262,0.4867523375745568,0.49191695681784253
ising,-0.26686020658141324,0.0003167741176470603,20.0,0.9104000000000001,0.8996400000000001,4.285355803269536e-19,-6.219055028315628e-20,4.285355803269535e-19,-5.28725821232346e-20,0.8225000000000001,0.791,0.8225000000000001,0.791
heisenberg,-0.25225483250557745,0.001196198904127741,60.0,0.7470148995204294,0.7169876017330581,-0.0024925978807274775,-0.012074758238173989,-0.00016893630928559964,-0.006957070082509616,0.5392896533354946,0.5109487851385262,0.5366281191454816,0.49191695681784253
ising,-0.25225483250557745,0.0001665152941176467,20.0,0.8908000000000001,0.8996400000000001,-1.0974493988551966e-34,-6.219055028315628e-20,7.69117829623559e-35,-5.28725821232346e-20,0.776,0.791,0.776,0.791
heisenberg,-0.2384201723294368,0.0007461684211504836,60.0,0.7398347891867851,0.7169876017330581,-0.005046826467008015,-0.012074758238173989,-0.0017404184122252516,-0.006957070082509616,0.5373536789535296,0.5109487851385262,0.5305664340742964,0.49191695681784253
ising,-0.2384201723294368,0.0005827976470588241,20.0,0.9176,0.8996400000000001,1.6355758175650784e-35,-6.219055028315628e-20,-1.6355758175650784e-35,-5.28725821232346e-20,0.8305,0.791,0.8305,0.791
heisenberg,-0.22531395703166326,0.0005019308796252368,60.0,0.7203725193230375,0.7169876017330581,-0.006007391855711192,-0.012074758238173989,-0.0038305819149127285,-0.006957070082509616,0.4972996340724164,0.5109487851385262,0.4874616603017925,0.49191695681784253
ising,-0.22531395703166326,0.00016227999999999978,20.0,0.8932,0.8996400000000001,1.0563307512881545e-34,-6.219055028315628e-20,-1.0563307512881545e-34,-5.28725821232346e-20,0.7795000000000001,0.791,0.7795000000000001,0.791
heisenberg,-0.21289614320772793,0.0011187085343661168,60.0,0.7501000593914293,0.7169876017330581,-0.003938240863619022,-0.012074758238173989,-0.002179862867884576,-0.006957070082509616,0.547153368414749,0.5109487851385262,0.5410352646832455,0.49191695681784253
ising,-0.21289614320772793,0.00017456235294117622,20.0,0.8956000000000002,0.8996400000000001,7.1112319476284e-21,-6.219055028315628e-20,7.111231947628474e-21,-5.28725821232346e-20,0.7805,0.791,0.7805,0.791
heisenberg,-0.2011287907253334,0.000727771890782041,60.0,0.7167269207202253,0.7169876017330581,-0.009273092558955882,-0.012074758238173989,-0.003198776094843493,-0.006957070082509616,0.4786180357086426,0.5109487851385262,0.4661461670548432,0.49191695681784253
ising,-0.2011287907253334,0.00014336235294117725,20.0,0.9084000000000001,0.8996400000000001,-7.049174896361423e-20,-6.219055028315628e-20,-7.049174896361425e-20,-5.28725821232346e-20,0.8095000000000001,0.791,0.8095000000000001,0.791
heisenberg,-0.18997594680597096,0.00028978059799687484,60.0,0.7330718130980192,0.7169876017330581,-0.004511623838208734,-0.012074758238173989,-0.0007704198091308341,-0.006957070082509616,0.5293764218561107,0.5109487851385262,0.5240943782087711,0.49191695681784253
ising,-0.18997594680597096,0.00018072705882352932,20.0,0.8992000000000001,0.8996400000000001,9.689811626147569e-35,-6.219055028315628e-20,2.7550470617621057e-34,-5.28725821232346e-20,0.7975000000000001,0.791,0.7975000000000001,0.791
heisenberg,-0.17940353617843807,0.0002603940551891212,60.0,0.7220640876854061,0.7169876017330581,-0.006701622076710937,-0.012074758238173989,-0.004340018616344956,-0.006957070082509616,0.5098357252934966,0.5109487851385262,0.4987940846004407,0.49191695681784253
ising,-0.17940353617843807,0.00024213882352941153,20.0,0.9096,0.8996400000000001,-5.748481748681145e-20,-6.219055028315628e-20,-5.748481748681135e-20,-5.28725821232346e-20,0.8135,0.791,0.8135,0.791
heisenberg,-0.1693792569687013,0.00011930219803150228,60.0,0.7166892038775855,0.7169876017330581,-0.009290207613189397,-0.012074758238173989,-0.00631914262999001,-0.006957070082509616,0.49853509102876015,0.5109487851385262,0.48292574078558076,0.49191695681784253
ising,-0.1693792569687013,6.740941176470583e-05,20.0,0.8983999999999999,0.8996400000000001,-6.093527422332407e-20,-6.219055028315628e-20,-6.093527422332395e-20,-5.28725821232346e-20,0.7909999999999998,0.791,0.7909999999999998,0.791
heisenberg,-0.15987248200801774,0.0003160384046607847,60.0,0.7267246257632306,0.7169876017330581,-0.01006070887624192,-0.012074758238173989,-0.002712374266262183,-0.006957070082509616,0.5177976549595509,0.5109487851385262,0.5050245718170467,0.49191695681784253
ising,-0.15987248200801774,5.009176470588227e-05,20.0,0.8976000000000001,0.8996400000000001,6.842299591477408e-37,-6.219055028315628e-20,-6.842299591477408e-37,-5.28725821232346e-20,0.7865,0.791,0.7865,0.791
heisenberg,-0.15085416525778153,0.0005107147031522751,60.0,0.7350212399912015,0.7169876017330581,-0.0113164471931981,-0.012074758238173989,-0.006933283835395226,-0.006957070082509616,0.515764831690644,0.5109487851385262,0.4975151006620507,0.49191695681784253
ising,-0.15085416525778153,6.755058823529385e-05,20.0,0.9012,0.8996400000000001,3.4452333385560225e-35,-6.219055028315628e-20,-3.4452333385560225e-35,-5.28725821232346e-20,0.793,0.791,0.793,0.791
heisenberg,-0.14229675306519543,0.0002177693303678694,60.0,0.7116663801410117,0.7169876017330581,-0.011031237045024175,-0.012074758238173989,-0.0056935652749565266,-0.006957070082509616,0.4854112649890626,0.5109487851385262,0.4686864626690819,0.49191695681784253
ising,-0.14229675306519543,5.5032941176470124e-05,20.0,0.8952,0.8996400000000001,-8.936935112900114e-20,-6.219055028315628e-20,-8.936935112900119e-20,-5.28725821232346e-20,0.78,0.791,0.78,0.791
heisenberg,-0.13417409997862736,0.0005166034772178413,60.0,0.7227068001908904,0.7169876017330581,-0.009160862794921013,-0.012074758238173989,-0.00850278577901468,-0.006957070082509616,0.5049909431434274,0.5109487851385262,0.4873272945694917,0.49191695681784253
ising,-0.13417409997862736,4.388000000000015e-05,20.0,0.8939999999999999,0.8996400000000001,-3.047351838256782e-19,-6.219055028315628e-20,-3.0473518382567813e-19,-5.28725821232346e-20,0.7845,0.791,0.7845,0.791
heisenberg,-0.1264613888654419,0.000861313531507592,60.0,0.7391884334494798,0.7169876017330581,-0.0071545337055004665,-0.012074758238173989,-0.002153645775027632,-0.006957070082509616,0.5270014308248342,0.5109487851385262,0.5176932513443061,0.49191695681784253
ising,-0.1264613888654419,0.00018124470588235488,20.0,0.9080000000000001,0.8996400000000001,5.038567800877709e-35,-6.219055028315628e-20,-5.038567800877709e-35,-5.28725821232346e-20,0.8125000000000002,0.791,0.8125000000000002,0.791
heisenberg,-0.11913505508824354,0.00022429278892662597,60.0,0.7247717794515883,0.7169876017330581,-0.013412391029977091,-0.012074758238173989,-0.010747854603646032,-0.006957070082509616,0.5250610011601852,0.5109487851385262,0.5009007555265621,0.49191695681784253
ising,-0.11913505508824354,0.0004335741176470576,20.0,0.884,0.8996400000000001,-1.3456569650170453e-19,-6.219055028315628e-20,-1.3456569650170463e-19,-5.28725821232346e-20,0.76,0.791,0.76,0.791
heisenberg,-0.11217271450786699,0.00022212281284891456,60.0,0.7120629335884121,0.7169876017330581,-0.008736489883065019,-0.012074758238173989,-0.004333116013340641,-0.006957070082509616,0.5001911251239428,0.5109487851385262,0.48712151922753716,0.49191695681784253
ising,-0.11217271450786699,0.00014072705882352862,20.0,0.8984,0.8996400000000001,2.3729260429783803e-35,-6.219055028315628e-20,-2.3729260429783803e-35,-5.28725821232346e-20,0.7910000000000001,0.791,0.7910000000000001,0.791
heisenberg,-0.10555309509314288,0.00019555521576020742,60.0,0.7332354832937203,0.7169876017330581,-0.012766341426536992,-0.012074758238173989,-0.005954768047712943,-0.006957070082509616,0.5232321342256664,0.5109487851385262,0.5045110247514164,0.49191695681784253
ising,-0.10555309509314288,0.0002378564705882351,20.0,0.9019999999999999,0.8996400000000001,-3.0807227513589673e-28,-6.219055028315628e-20,-3.0807215719384598e-28,-5.28725821232346e-20,0.7945,0.791,0.7945,0.791
heisenberg,-0.09925597192848501,0.0004173088645895254,60.0,0.704614606945342,0.7169876017330581,-0.010433704205806098,-0.012074758238173989,-0.0053983354772170426,-0.006957070082509616,0.47893420846452867,0.5109487851385262,0.4631021687815055,0.49191695681784253
ising,-0.09925597192848501,0.00015291529411764712,20.0,0.8939999999999999,0.8996400000000001,-1.0670576463940248e-35,-6.219055028315628e-20,-8.782790791409191e-35,-5.28725821232346e-20,0.78,0.791,0.78,0.791
heisenberg,-0.09326210542072925,0.00023753813281082603,60.0,0.7318973970115659,0.7169876017330581,-0.010104931496035852,-0.012074758238173989,-0.008475940269824612,-0.006957070082509616,0.5171063789939679,0.5109487851385262,0.49852550722810746,0.49191695681784253
ising,-0.09326210542072925,5.9268235294117634e-05,20.0,0.9036000000000002,0.8996400000000001,-9.402724231473912e-35,-6.219055028315628e-20,-5.504931798404044e-35,-5.28725821232346e-20,0.8015,0.791,0.8015,0.791
heisenberg,-0.08755318251642662,0.00029353170774363955,60.0,0.7343325955082473,0.7169876017330581,-0.011630900636108023,-0.012074758238173989,-0.008235612626914676,-0.006957070082509616,0.5338689364370409,0.5109487851385262,0.5140024231740182,0.49191695681784253
ising,-0.08755318251642662,0.0002166329411764727,20.0,0.9076000000000001,0.8996400000000001,3.292435752500086e-19,-6.219055028315628e-20,3.292435752500091e-19,-5.28725821232346e-20,0.8090000000000002,0.791,0.8090000000000002,0.791
heisenberg,-0.08211176074999206,0.0001639819700928718,60.0,0.726985726912877,0.7169876017330581,-0.010267646280211241,-0.012074758238173989,-0.005669834991139601,-0.006957070082509616,0.5191390023815784,0.5109487851385262,0.5032015211102275,0.49191695681784253
ising,-0.08211176074999206,0.00013296235294117697,20.0,0.8936,0.8996400000000001,9.355435969298026e-20,-6.219055028315628e-20,9.355435969297964e-20,-5.28725821232346e-20,0.78,0.791,0.78,0.791
heisenberg,-0.07692121495175952,4.2826294218809024e-05,60.0,0.7171123435638317,0.7169876017330581,-0.01026338166796215,-0.012074758238173989,-0.006506660940342964,-0.006957070082509616,0.508127292542962,0.5109487851385262,0.49135724993465685,0.49191695681784253
ising,-0.07692121495175952,0.0005437858823529393,20.0,0.9064,0.8996400000000001,9.638849997626817e-35,-6.219055028315628e-20,-9.638849997626817e-35,-5.28725821232346e-20,0.8074999999999998,0.791,0.8074999999999998,0.791
heisenberg,-0.07196568645312007,3.960500959160903e-05,60.0,0.7196047790405355,0.7169876017330581,-0.012757139527880393,-0.012074758238173989,-0.008764955882208998,-0.006957070082509616,0.5092640521130047,0.5109487851385262,0.48774195670291537,0.49191695681784253
ising,-0.07196568645312007,8.148000000000045e-05,20.0,0.9012,0.8996400000000001,1.5551366528763832e-19,-6.219055028315628e-20,1.5551366528763847e-19,-5.28725821232346e-20,0.7990000000000003,0.791,0.7990000000000003,0.791
heisenberg,-0.06723003463355003,0.00016775100995222101,60.0,0.7147018776712172,0.7169876017330581,-0.009262984204688808,-0.012074758238173989,-0.004996428419078866,-0.006957070082509616,0.5048819980711242,0.5109487851385262,0.49062258544735654,0.49191695681784253
ising,-0.06723003463355003,0.00020020941176470986,20.0,0.9088,0.8996400000000001,-2.8439195389837476e-35,-6.219055028315628e-20,2.8439195389837476e-35,-5.28725821232346e-20,0.8145000000000002,0.791,0.8145000000000002,0.791
heisenberg,-0.06269979066149038,0.0004250864473469575,60.0,0.7052655570077937,0.7169876017330581,-0.009435121864600365,-0.012074758238173989,-0.006539697289095966,-0.006957070082509616,0.4814114341333255,0.5109487851385262,0.4654366149796292,0.49191695681784253
ising,-0.06269979066149038,0.00014736235294117626,20.0,0.8976000000000001,0.8996400000000001,-7.108964259248197e-35,-6.219055028315628e-20,4.7251263963574296e-35,-5.28725821232346e-20,0.7895,0.791,0.7895,0.791
heisenberg,-0.058361113287742565,0.00043243250566074245,60.0,0.7398828706279572,0.7169876017330581,-0.012718554490334833,-0.012074758238173989,-0.004125152010539963,-0.006957070082509616,0.5393345676287141,0.5109487851385262,0.5224908611278394,0.49191695681784253
ising,-0.058361113287742565,5.6350588235294e-05,20.0,0.8959999999999999,0.8996400000000001,1.7180518610675145e-21,-6.219055028315628e-20,1.7180518610674204e-21,-5.28725821232346e-20,0.786,0.791,0.786,0.791
heisenberg,-0.05420074655631531,0.0002347507423349291,60.0,0.7266997381111159,0.7169876017330581,-0.009741568535903074,-0.012074758238173989,-0.004756719243342673,-0.006957070082509616,0.525543145692587,0.5109487851385262,0.5110448579133412,0.49191695681784253
ising,-0.05420074655631531,0.00013997411764705867,20.0,0.9040000000000001,0.8996400000000001,-2.515639034668979e-35,-6.219055028315628e-20,2.515639034668979e-35,-5.28725821232346e-20,0.7964999999999999,0.791,0.7964999999999999,0.791
heisenberg,-0.05020597930351803,9.10201608550298e-05,60.0,0.7136681632570783,0.7169876017330581,-0.012162355376620606,-0.012074758238173989,-0.006189025358207607,-0.006957070082509616,0.5037566671484848,0.5109487851385262,0.48540528641365654,0.49191695681784253
ising,-0.05020597930351803,0.0001569623529411757,20.0,0.9,0.8996400000000001,-4.596180848279203e-35,-6.219055028315628e-20,4.596180848279203e-35,-5.28725821232346e-20,0.7909999999999999,0.791,0.7909999999999999,0.791
heisenberg,-0.04636460632155667,4.433314792036468e-05,60.0,0.7194672261217412,0.7169876017330581,-0.009969385651283483,-0.012074758238173989,-0.007744975711934485,-0.006957070082509616,0.5082674972587343,0.5109487851385262,0.49055313589551636,0.49191695681784253
ising,-0.04636460632155667,0.0001447270588235298,20.0,0.8968,0.8996400000000001,3.182904207653159e-35,-6.219055028315628e-20,-3.182904207653159e-35,-5.28725821232346e-20,0.786,0.791,0.786,0.791
heisenberg,-0.04266489106797654,0.00013995123708391538,60.0,0.716079687578316,0.7169876017330581,-0.014048691266117543,-0.012074758238173989,-0.010840601339569027,-0.006957070082509616,0.5127232255880023,0.5109487851385262,0.48783393298231575,0.49191695681784253
ising,-0.04266489106797654,0.0001913152941176471,20.0,0.8896,0.8996400000000001,-1.0659666840136881e-19,-6.219055028315628e-20,-1.2553447929176186e-19,-5.28725821232346e-20,0.772,0.791,0.772,0.791
heisenberg,-0.03909552980701752,0.00013471070866050491,60.0,0.7176363276088247,0.7169876017330581,-0.012831016780656096,-0.012074758238173989,-0.011071798729570714,-0.006957070082509616,0.510237479694676,0.5109487851385262,0.4863346641844492,0.49191695681784253
ising,-0.03909552980701752,0.0003646800000000006,20.0,0.9128000000000001,0.8996400000000001,-8.532094381907173e-35,-6.219055028315628e-20,2.606047097511742e-36,-5.28725821232346e-20,0.8230000000000001,0.791,0.8230000000000001,0.791
heisenberg,-0.0356456170733233,0.0003641278365068535,60.0,0.7345639930309164,0.7169876017330581,-0.010347055853699126,-0.012074758238173989,-0.005349878563680207,-0.006957070082509616,0.5320006499396668,0.5109487851385262,0.5163037155222875,0.49191695681784253
ising,-0.0356456170733233,8.896235294117674e-05,20.0,0.8952,0.8996400000000001,-9.057236614451005e-20,-6.219055028315628e-20,-9.057236614451019e-20,-5.28725821232346e-20,0.783,0.791,0.783,0.791
heisenberg,-0.03230461235248556,5.733064445165393e-05,60.0,0.7216845110023119,0.7169876017330581,-0.013576815610342532,-0.012074758238173989,-0.008545196431843824,-0.006957070082509616,0.5106991697616391,0.5109487851385262,0.48857715771945276,0.49191695681784253
ising,-0.03230461235248556,0.00027272705882352944,20.0,0.8884000000000001,0.8996400000000001,1.1125944559595299e-19,-6.219055028315628e-20,1.1125944559595299e-19,-5.28725821232346e-20,0.776,0.791,0.776,0.791
heisenberg,-0.029062307876622468,0.0003058879626299196,60.0,0.7345201140686124,0.7169876017330581,-0.011179439898513855,-0.012074758238173989,-0.008173089107687407,-0.006957070082509616,0.5268027484665753,0.5109487851385262,0.507450219460374,0.49191695681784253
ising,-0.029062307876622468,0.0001804447058823526,20.0,0.8932,0.8996400000000001,1.0206730958515816e-34,-6.219055028315628e-20,-1.5355716147895387e-34,-5.28725821232346e-20,0.7845,0.791,0.7845,0.791
heisenberg,-0.025908797436597037,0.00015727928273862572,60.0,0.7144678446458718,0.7169876017330581,-0.013804427448671306,-0.012074758238173989,-0.013010048871238652,-0.006957070082509616,0.49953248553815666,0.5109487851385262,0.4727180092182467,0.49191695681784253
ising,-0.025908797436597037,0.00016279764705882382,20.0,0.8944000000000001,0.8996400000000001,1.2516903951682463e-34,-6.219055028315628e-20,9.389248057759886e-35,-5.28725821232346e-20,0.7855000000000001,0.791,0.7855000000000001,0.791
heisenberg,-0.022834446115588027,0.00013600996519261562,60.0,0.7231611018650664,0.7169876017330581,-0.017783034257819227,-0.012074758238173989,-0.009236011762306554,-0.006957070082509616,0.5190235854375947,0.5109487851385262,0.49200453941746897,0.49191695681784253
ising,-0.022834446115588027,8.397411764705939e-05,20.0,0.8944000000000001,0.8996400000000001,9.073743346553005e-35,-6.219055028315628e-20,-9.073743346553005e-35,-5.28725821232346e-20,0.7885,0.791,0.7885,0.791
heisenberg,-0.019829860851539437,7.147232083364516e-05,60.0,0.7117411473440082,0.7169876017330581,-0.014326673673967762,-0.012074758238173989,-0.01216625094687922,-0.006957070082509616,0.5059047076242867,0.5109487851385262,0.4794117830034398,0.49191695681784253
ising,-0.019829860851539437,0.0001576682352941171,20.0,0.9032,0.8996400000000001,-9.32507911693206e-20,-6.219055028315628e-20,-9.325079116932039e-20,-5.28725821232346e-20,0.8085,0.791,0.8085,0.791
heisenberg,-0.01688586173854889,0.00013038795898911483,60.0,0.7227244499907354,0.7169876017330581,-0.010983560442935641,-0.012074758238173989,-0.0071816206831910034,-0.006957070082509616,0.509749847636101,0.5109487851385262,0.49158466650997434,0.49191695681784253
ising,-0.01688586173854889,9.437411764705916e-05,20.0,0.9023999999999999,0.8996400000000001,-6.675453416470414e-35,-6.219055028315628e-20,6.675453416470414e-35,-5.28725821232346e-20,0.798,0.791,0.798,0.791
heisenberg,-0.01399345397951167,7.82778744572189e-05,60.0,0.7184451351904639,0.7169876017330581,-0.010054732653352218,-0.012074758238173989,-0.005740911456762481,-0.006957070082509616,0.5031238034095036,0.5109487851385262,0.4873281592993889,0.49191695681784253
ising,-0.01399345397951167,4.119764705882324e-05,20.0,0.9032,0.8996400000000001,-6.228434580743368e-20,-6.219055028315628e-20,-6.228434580743375e-20,-5.28725821232346e-20,0.792,0.791,0.792,0.791
heisenberg,-0.01114380040432747,0.0002324037294492235,60.0,0.7150097757183379,0.7169876017330581,-0.011049591624506905,-0.012074758238173989,-0.0038836528689367425,-0.006957070082509616,0.5020231290932529,0.5109487851385262,0.48708988459980923,0.49191695681784253
ising,-0.01114380040432747,0.0006728682352941149,20.0,0.8864000000000001,0.8996400000000001,-2.6438845779136286e-19,-6.219055028315628e-20,-2.643884577913625e-19,-5.28725821232346e-20,0.7575000000000001,0.791,0.7575000000000001,0.791
heisenberg,-0.008328194469704743,5.217242442693914e-05,60.0,0.7118803859611053,0.7169876017330581,-0.012291558446192369,-0.012074758238173989,-0.009592482751176233,-0.006957070082509616,0.5089110182080365,0.5109487851385262,0.48702697701066794,0.49191695681784253
ising,-0.008328194469704743,0.00014566823529411517,20.0,0.9008000000000003,0.8996400000000001,1.1000241461013936e-19,-6.219055028315628e-20,1.1000241461013936e-19,-5.28725821232346e-20,0.7945,0.791,0.7945,0.791
heisenberg,-0.005538033658069007,7.07377186082563e-05,60.0,0.7230275112693401,0.7169876017330581,-0.011118784360791986,-0.012074758238173989,-0.011353635133743496,-0.006957070082509616,0.5178069130679759,0.5109487851385262,0.4953344935734404,0.49191695681784253
ising,-0.005538033658069007,5.8656470588235015e-05,20.0,0.9024000000000001,0.8996400000000001,3.332920090984297e-35,-6.219055028315628e-20,-1.516031154859117e-35,-5.28725821232346e-20,0.7959999999999999,0.791,0.7959999999999999,0.791
heisenberg,-0.0027647931943008217,0.0002523987319567991,60.0,0.7214725937279148,0.7169876017330581,-0.009944610401555112,-0.012074758238173989,-0.003920642618136175,-0.006957070082509616,0.5198871157743103,0.5109487851385262,0.506021862754619,0.49191695681784253
ising,-0.0027647931943008217,0.00020482117647058757,20.0,0.8880000000000001,0.8996400000000001,3.9060596256018575e-35,-6.219055028315628e-20,-7.916090579817369e-35,-5.28725821232346e-20,0.7705000000000002,0.791,0.7705000000000002,0.791
