mode,model,delta,loss_mse_vs_ref,n_shifted_gates
zz,ising,-5.625656782159669,0.00014268705882353004,20.0
zz,heisenberg,-5.323162975520285,0.0010962731723914102,20.0
zz,ising,-5.323162975520285,0.00014974588235294045,20.0
zz,heisenberg,-5.03693302259909,0.0010322447480674553,20.0
zz,ising,-5.03693302259909,0.0003890870588235303,20.0
zz,heisenberg,-4.766092405350053,0.0010342224225143488,20.0
zz,ising,-4.766092405350053,0.00017915764705882478,20.0
zz,heisenberg,-4.509813624746714,0.0009096487123763793,20.0
zz,ising,-4.509813624746714,6.15576470588237e-05,20.0
zz,heisenberg,-4.267313672525386,0.0012131185646399047,20.0
zz,ising,-4.267313672525386,5.2192941176470755e-05,20.0
zz,heisenberg,-4.037851638860891,0.0010577957899102746,20.0
zz,ising,-4.037851638860891,0.00022795764705882383,20.0
zz,heisenberg,-3.820726448665623,0.0011426660523854906,20.0
zz,ising,-3.820726448665623,0.0001544047058823529,20.0
zz,heisenberg,-3.615274719595643,0.0010925896553165904,20.0
zz,ising,-3.615274719595643,0.0001780752941176476,20.0
zz,heisenberg,-3.420868735219366,0.0010041920812968084,20.0
zz,ising,-3.420868735219366,6.979294117647069e-05,20.0
zz,heisenberg,-3.2369145271562667,0.0020274262595590385,20.0
zz,ising,-3.2369145271562667,0.0001663576470588239,20.0
zz,heisenberg,-3.0628500603259736,0.0014704946820544855,20.0
zz,ising,-3.0628500603259736,2.0381176470588424e-05,20.0
zz,heisenberg,-2.898143515763133,0.0018974030697989437,20.0
zz,ising,-2.898143515763133,0.00014635764705882355,20.0
zz,heisenberg,-2.7422916657515257,0.000774926869629077,20.0
zz,ising,-2.7422916657515257,4.579294117646987e-05,20.0
zz,heisenberg,-2.594818336313024,0.0008558098874035323,20.0
zz,ising,-2.594818336313024,0.0003312517647058833,20.0
zz,heisenberg,-2.4552729523537695,0.0020869573091840303,20.0
zz,ising,-2.4552729523537695,4.499294117647072e-05,20.0
zz,heisenberg,-2.3232291610226077,0.0009610993323443928,20.0
zz,ising,-2.3232291610226077,0.00010136941176470585,20.0
zz,heisenberg,-2.1982835290757192,0.0014429100444212281,20.0
zz,ising,-2.1982835290757192,0.00012042823529411729,20.0
zz,heisenberg,-2.080054310267486,0.0021963688834984274,20.0
zz,ising,-2.080054310267486,0.00020894588235294154,20.0
zz,heisenberg,-1.9681802790016327,0.0017570104724410195,20.0
zz,ising,-1.9681802790016327,0.00011736941176470643,20.0
zz,heisenberg,-1.8623196266790687,0.0011119492861151386,20.0
zz,ising,-1.8623196266790687,0.00013831058823529418,20.0
zz,heisenberg,-1.7621489173704834,0.001367033591686018,20.0
zz,ising,-1.7621489173704834,0.00011219294117647066,20.0
zz,heisenberg,-1.6673620996229055,0.001552287020782,20.0
zz,ising,-1.6673620996229055,0.0001660752941176486,20.0
zz,heisenberg,-1.577669571381064,0.0010887885541621509,20.0
zz,ising,-1.577669571381064,0.00020871058823528923,20.0
zz,heisenberg,-1.492797295166556,0.0005265800202556941,20.0
zz,ising,-1.492797295166556,8.136941176470455e-05,20.0
zz,heisenberg,-1.4124859608114548,0.001060060971045554,20.0
zz,ising,-1.4124859608114548,6.833411764705913e-05,20.0
zz,heisenberg,-1.336490193188253,0.0013654899315106422,20.0
zz,ising,-1.336490193188253,0.00015219294117647028,20.0
zz,heisenberg,-1.2645778025155159,0.0006827162656674602,20.0
zz,ising,-1.2645778025155159,3.186352941176476e-05,20.0
zz,heisenberg,-1.1965290749487103,0.0008357408658303568,20.0
zz,ising,-1.1965290749487103,3.779294117647098e-05,20.0
zz,heisenberg,-1.132136101288749,0.0005813327946070287,20.0
zz,ising,-1.132136101288749,8.264000000000055e-05,20.0
zz,heisenberg,-1.0712021417572508,0.0006282099989722229,20.0
zz,ising,-1.0712021417572508,0.0002510164705882359,20.0
zz,heisenberg,-1.013541024897726,0.0005882954804049628,20.0
zz,ising,-1.013541024897726,0.00012306352941176518,20.0
zz,heisenberg,-0.9589765787661355,0.0005289287047793033,20.0
zz,ising,-0.9589765787661355,4.5840000000000496e-05,20.0
zz,heisenberg,-0.9073420926729556,0.0002910424857766446,20.0
zz,ising,-0.9073420926729556,0.00014372235294117646,20.0
zz,heisenberg,-0.8584798078321985,0.0005903141620133647,20.0
zz,ising,-0.8584798078321985,8.334588235294111e-05,20.0
zz,heisenberg,-0.8122404353611755,0.0004279440234970028,20.0
zz,ising,-0.8122404353611755,0.00032391058823529696,20.0
zz,heisenberg,-0.7684827001583442,0.0005857452448257412,20.0
zz,ising,-0.7684827001583442,0.00017308705882353168,20.0
zz,heisenberg,-0.7270729092656553,0.0002933379532792362,20.0
zz,ising,-0.7270729092656553,0.00020122823529411808,20.0
zz,heisenberg,-0.68788454339661,0.0003429824504921275,20.0
zz,ising,-0.68788454339661,0.00010640470588235289,20.0
zz,heisenberg,-0.6507978703820303,0.0003340764765997282,20.0
zz,ising,-0.6507978703820303,3.656941176470588e-05,20.0
zz,heisenberg,-0.6156995793524987,0.0004213453910980134,20.0
zz,ising,-0.6156995793524987,0.00010240470588235225,20.0
zz,heisenberg,-0.5824824345397914,0.00021441432587230842,20.0
zz,ising,-0.5824824345397914,0.00015595764705882362,20.0
zz,heisenberg,-0.5510449476395575,0.0006768734386836536,20.0
zz,ising,-0.5510449476395575,0.00018438117647058856,20.0
zz,heisenberg,-0.5212910677342194,0.0003136474707374156,20.0
zz,ising,-0.5212910677342194,5.3839999999999817e-05,20.0
zz,heisenberg,-0.49312988782871514,0.00016671797724234706,20.0
zz,ising,-0.49312988782871514,7.054588235294145e-05,20.0
zz,heisenberg,-0.4664753671024611,0.00017832918254447966,20.0
zz,ising,-0.4664753671024611,0.00016475764705882386,20.0
zz,heisenberg,-0.4412460680289316,0.00030106184120502625,20.0
zz,ising,-0.4412460680289316,0.0001889929411764684,20.0
zz,heisenberg,-0.41736490755967726,0.00013116921850126126,20.0
zz,ising,-0.41736490755967726,0.00020932235294117668,20.0
zz,heisenberg,-0.3947589216125771,0.00027292961813247255,20.0
zz,ising,-0.3947589216125771,4.085176470588245e-05,20.0
zz,heisenberg,-0.37335904214476,0.0002640981288486887,20.0
zz,ising,-0.37335904214476,5.572235294117698e-05,20.0
zz,heisenberg,-0.35309988612909526,0.00011717006155183256,20.0
zz,ising,-0.35309988612909526,0.0002352988235294116,20.0
zz,heisenberg,-0.3339195557895036,0.0002640531469701209,20.0
zz,ising,-0.3339195557895036,0.00034838117647058525,20.0
zz,heisenberg,-0.3157594494847533,0.0004469496428714181,20.0
zz,ising,-0.3157594494847533,9.402823529411826e-05,20.0
zz,heisenberg,-0.2985640826629329,0.0003252417583379082,20.0
zz,ising,-0.2985640826629329,0.00014019294117647243,20.0
zz,heisenberg,-0.2822809183395641,0.0006998783748527666,20.0
zz,ising,-0.2822809183395641,8.936941176470586e-05,20.0
zz,heisenberg,-0.26686020658141324,0.00010408160261623841,20.0
zz,ising,-0.26686020658141324,0.000145181176470588,20.0
zz,heisenberg,-0.25225483250557745,9.25075486392313e-05,20.0
zz,ising,-0.25225483250557745,0.00037454588235294245,20.0
zz,heisenberg,-0.2384201723294368,0.00013845440723626634,20.0
zz,ising,-0.2384201723294368,0.00032207529411764735,20.0
zz,heisenberg,-0.22531395703166326,0.00013311242475722875,20.0
zz,ising,-0.22531395703166326,0.00012748705882352973,20.0
zz,heisenberg,-0.21289614320772793,0.0001346361266441234,20.0
zz,ising,-0.21289614320772793,6.358117647058836e-05,20.0
zz,heisenberg,-0.2011287907253334,0.00017949096804787412,20.0
zz,ising,-0.2011287907253334,9.402823529412038e-05,20.0
zz,heisenberg,-0.18997594680597096,0.00010057713691039374,20.0
zz,ising,-0.18997594680597096,0.00011421647058823526,20.0
zz,heisenberg,-0.17940353617843807,0.0001237429999199151,20.0
zz,ising,-0.17940353617843807,0.00012579294117647075,20.0
zz,heisenberg,-0.1693792569687013,0.00033519475611927014,20.0
zz,ising,-0.1693792569687013,0.00018216941176470622,20.0
zz,heisenberg,-0.15987248200801774,0.00017023130509261487,20.0
zz,ising,-0.15987248200801774,6.329882352941185e-05,20.0
zz,heisenberg,-0.15085416525778153,0.00017960481755658307,20.0
zz,ising,-0.15085416525778153,0.00033840470588235246,20.0
zz,heisenberg,-0.14229675306519543,4.849725332280538e-05,20.0
zz,ising,-0.14229675306519543,0.0003859811764705884,20.0
zz,heisenberg,-0.13417409997862736,0.00018217769762918462,20.0
zz,ising,-0.13417409997862736,0.0004810400000000005,20.0
zz,heisenberg,-0.1264613888654419,0.0005053018472916655,20.0
zz,ising,-0.1264613888654419,8.856941176470663e-05,20.0
zz,heisenberg,-0.11913505508824354,0.0004485892381839359,20.0
zz,ising,-0.11913505508824354,5.252235294117643e-05,20.0
zz,heisenberg,-0.11217271450786699,0.00014634949891959278,20.0
zz,ising,-0.11217271450786699,3.755764705882327e-05,20.0
zz,heisenberg,-0.10555309509314288,7.063236854712878e-05,20.0
zz,ising,-0.10555309509314288,4.456941176470635e-05,20.0
zz,heisenberg,-0.09925597192848501,7.757277865494938e-05,20.0
zz,ising,-0.09925597192848501,0.000167769411764707,20.0
zz,heisenberg,-0.09326210542072925,0.00015097436890199324,20.0
zz,ising,-0.09326210542072925,8.311058823529417e-05,20.0
zz,heisenberg,-0.08755318251642662,0.00011823621555507044,20.0
zz,ising,-0.08755318251642662,0.00010880470588235251,20.0
zz,heisenberg,-0.08211176074999206,0.00010690937751048239,20.0
zz,ising,-0.08211176074999206,0.00010659294117647077,20.0
zz,heisenberg,-0.07692121495175952,6.55802121416444e-05,20.0
zz,ising,-0.07692121495175952,2.494588235294158e-05,20.0
zz,heisenberg,-0.07196568645312007,0.0001971484317640176,20.0
zz,ising,-0.07196568645312007,0.00010880470588235429,20.0
zz,heisenberg,-0.06723003463355003,0.0002492876010106823,20.0
zz,ising,-0.06723003463355003,0.00015355764705882386,20.0
zz,heisenberg,-0.06269979066149038,0.00014086439078807365,20.0
zz,ising,-0.06269979066149038,0.00019064000000000025,20.0
zz,heisenberg,-0.058361113287742565,0.00027529154583191384,20.0
zz,ising,-0.058361113287742565,0.00018513411764705922,20.0
zz,heisenberg,-0.05420074655631531,5.8032132555490594e-05,20.0
zz,ising,-0.05420074655631531,0.0001510635294117658,20.0
zz,heisenberg,-0.05020597930351803,0.00041912291644309954,20.0
zz,ising,-0.05020597930351803,0.00020414588235294036,20.0
zz,heisenberg,-0.04636460632155667,0.00035214042100115486,20.0
zz,ising,-0.04636460632155667,2.9557647058823736e-05,20.0
zz,heisenberg,-0.04266489106797654,0.0003225804239787478,20.0
zz,ising,-0.04266489106797654,8.955764705882331e-05,20.0
zz,heisenberg,-0.03909552980701752,0.0001998113478057587,20.0
zz,ising,-0.03909552980701752,0.00020188705882353078,20.0
zz,heisenberg,-0.0356456170733233,2.3120720633790436e-05,20.0
zz,ising,-0.0356456170733233,0.00017859294117647108,20.0
zz,heisenberg,-0.03230461235248556,7.388045911962129e-05,20.0
zz,ising,-0.03230461235248556,0.00013125176470588253,20.0
zz,heisenberg,-0.029062307876622468,0.0006286984596230449,20.0
zz,ising,-0.029062307876622468,0.00013849882352941196,20.0
zz,heisenberg,-0.025908797436597037,0.00038471947871383274,20.0
zz,ising,-0.025908797436597037,0.00010955764705882409,20.0
zz,heisenberg,-0.022834446115588027,0.00014158489742026236,20.0
zz,ising,-0.022834446115588027,2.6734117647058862e-05,20.0
zz,heisenberg,-0.019829860851539437,0.0001556074054301053,20.0
zz,ising,-0.019829860851539437,0.0001400047058823513,20.0
zz,heisenberg,-0.01688586173854889,0.00011158488526158198,20.0
zz,ising,-0.01688586173854889,3.661647058823552e-05,20.0
zz,heisenberg,-0.01399345397951167,0.00027263251134122357,20.0
zz,ising,-0.01399345397951167,0.00011143999999999996,20.0
zz,heisenberg,-0.01114380040432747,0.00024023480053136914,20.0
zz,ising,-0.01114380040432747,0.00021007529411764614,20.0
zz,heisenberg,-0.008328194469704743,8.068756855036909e-05,20.0
zz,ising,-0.008328194469704743,8.969882352941019e-05,20.0
zz,heisenberg,-0.005538033658069007,4.229285250176606e-05,20.0
zz,ising,-0.005538033658069007,7.845176470588259e-05,20.0
zz,heisenberg,-0.0027647931943008217,5.430357219691692e-05,20.0
zz,ising,-0.0027647931943008217,8.155764705882333e-05,20.0
zz,heisenberg,0.0,0.00012485941178108913,20.0
zz,ising,0.0,0.00011318117647058858,20.0
zz,heisenberg,0.0027647931943008217,0.00030659642503218893,20.0
zz,ising,0.0027647931943008217,8.042823529411878e-05,20.0
zz,heisenberg,0.005538033658069052,4.796189850526603e-05,20.0
zz,ising,0.005538033658069052,8.73458823529408e-05,20.0
zz,heisenberg,0.00832819446970479,0.00024662241642499306,20.0
zz,ising,0.00832819446970479,7.576941176470688e-05,20.0
zz,heisenberg,0.011143800404327516,0.00014474693601240386,20.0
zz,ising,0.011143800404327516,0.00015722823529411777,20.0
zz,heisenberg,0.013993453979511718,6.321070316023888e-05,20.0
zz,ising,0.013993453979511718,9.158117647058812e-05,20.0
zz,heisenberg,0.016885861738548936,7.62326133057098e-05,20.0
zz,ising,0.016885861738548936,0.0001400047058823519,20.0
zz,heisenberg,0.019829860851539437,3.1681241335102446e-05,20.0
zz,ising,0.019829860851539437,2.2781176470588116e-05,20.0
zz,heisenberg,0.022834446115588027,7.328155812935089e-05,20.0
zz,ising,0.022834446115588027,3.402823529411759e-05,20.0
zz,heisenberg,0.025908797436597037,0.00030367153684285157,20.0
zz,ising,0.025908797436597037,0.0001852282352941175,20.0
zz,heisenberg,0.029062307876622468,4.7992832304396536e-05,20.0
zz,ising,0.029062307876622468,0.00031153411764705906,20.0
zz,heisenberg,0.03230461235248561,0.0003410055553009965,20.0
zz,ising,0.03230461235248561,0.00013718117647058836,20.0
zz,heisenberg,0.03564561707332336,0.00020779125652752985,20.0
zz,ising,0.03564561707332336,7.421647058823465e-05,20.0
zz,heisenberg,0.03909552980701758,0.000353700561402252,20.0
zz,ising,0.03909552980701758,3.2616470588235325e-05,20.0
zz,heisenberg,0.04266489106797659,8.330580759281512e-05,20.0
zz,ising,0.04266489106797659,3.294588235294105e-05,20.0
zz,heisenberg,0.046364606321556735,0.00020200363150712187,20.0
zz,ising,0.046364606321556735,3.0404705882352735e-05,20.0
zz,heisenberg,0.05020597930351803,8.858875454240284e-05,20.0
zz,ising,0.05020597930351803,9.74164705882352e-05,20.0
zz,heisenberg,0.05420074655631531,0.0004883103688450095,20.0
zz,ising,0.05420074655631531,0.000125557647058823,20.0
zz,heisenberg,0.058361113287742565,0.00040564230359439426,20.0
zz,ising,0.058361113287742565,5.812235294117644e-05,20.0
zz,heisenberg,0.06269979066149045,0.0001152093900583352,20.0
zz,ising,0.06269979066149045,0.00022292235294117479,20.0
zz,heisenberg,0.0672300346335501,0.0005858632604990114,20.0
zz,ising,0.0672300346335501,5.4828235294118564e-05,20.0
zz,heisenberg,0.07196568645312015,8.300425263335339e-05,20.0
zz,ising,0.07196568645312015,0.0001584988235294157,20.0
zz,heisenberg,0.0769212149517596,0.0003085451628717975,20.0
zz,ising,0.0769212149517596,0.00018776941176470565,20.0
zz,heisenberg,0.08211176074999216,0.00015715531530115554,20.0
zz,ising,0.08211176074999216,0.00046772235294117645,20.0
zz,heisenberg,0.08755318251642662,0.00021046496537214794,20.0
zz,ising,0.08755318251642662,0.00019511058823529367,20.0
zz,heisenberg,0.09326210542072925,9.936951756150589e-05,20.0
zz,ising,0.09326210542072925,0.00010904000000000007,20.0
zz,heisenberg,0.09925597192848501,9.587575914835574e-05,20.0
zz,ising,0.09925597192848501,0.00010339294117647073,20.0
zz,heisenberg,0.10555309509314288,0.0001286711876154703,20.0
zz,ising,0.10555309509314288,1.8310588235294193e-05,20.0
zz,heisenberg,0.11217271450786703,0.000252504800935401,20.0
zz,ising,0.11217271450786703,0.00026179294117646966,20.0
zz,heisenberg,0.11913505508824361,0.000223947728095895,20.0
zz,ising,0.11913505508824361,0.00041016941176470593,20.0
zz,heisenberg,0.12646138886544203,0.0001734873040367237,20.0
zz,ising,0.12646138886544203,9.209882352941165e-05,20.0
zz,heisenberg,0.1341740999786275,0.00010901280887062279,20.0
zz,ising,0.1341740999786275,8.805176470588388e-05,20.0
zz,heisenberg,0.1422967530651956,6.573839596856734e-05,20.0
zz,ising,0.1422967530651956,0.0003761929411764716,20.0
zz,heisenberg,0.15085416525778153,0.00010921465984892256,20.0
zz,ising,0.15085416525778153,0.00011981647058823555,20.0
zz,heisenberg,0.1598724820080178,0.00017110077973027426,20.0
zz,ising,0.1598724820080178,0.00012108705882352856,20.0
zz,heisenberg,0.16937925696870137,7.108319330554706e-05,20.0
zz,ising,0.16937925696870137,0.0004047576470588247,20.0
zz,heisenberg,0.17940353617843813,0.00015092253069992983,20.0
zz,ising,0.17940353617843813,0.0005869223529411766,20.0
zz,heisenberg,0.18997594680597105,0.0002005356703559097,20.0
zz,ising,0.18997594680597105,0.0004120517647058849,20.0
zz,heisenberg,0.20112879072533352,0.00011144862467404625,20.0
zz,ising,0.20112879072533352,0.00023129882352941443,20.0
zz,heisenberg,0.2128961432077281,0.0002590647155223169,20.0
zz,ising,0.2128961432077281,0.00010795764705882436,20.0
zz,heisenberg,0.22531395703166346,0.00021848016377997695,20.0
zz,ising,0.22531395703166346,3.09223529411764e-05,20.0
zz,heisenberg,0.2384201723294368,0.00011088703163404298,20.0
zz,ising,0.2384201723294368,4.226352941176508e-05,20.0
zz,heisenberg,0.25225483250557745,0.00010845368095673216,20.0
zz,ising,0.25225483250557745,0.0002729929411764722,20.0
zz,heisenberg,0.26686020658141335,0.00012806612530871515,20.0
zz,ising,0.26686020658141335,0.00010885176470588259,20.0
zz,heisenberg,0.2822809183395642,0.0003085081182434811,20.0
zz,ising,0.2822809183395642,0.0001398635294117649,20.0
zz,heisenberg,0.298564082662933,0.000216302790512139,20.0
zz,ising,0.298564082662933,0.00040527529411764666,20.0
zz,heisenberg,0.31575944948475315,0.00017749092169130158,20.0
zz,ising,0.31575944948475315,0.00011647529411764899,20.0
zz,heisenberg,0.3339195557895039,0.00038073629128179036,20.0
zz,ising,0.3339195557895039,0.00030113411764705827,20.0
zz,heisenberg,0.35309988612909526,0.000175648838536158,20.0
zz,ising,0.35309988612909526,0.00016311058823528928,20.0
zz,heisenberg,0.37335904214476034,0.0004438036298224696,20.0
zz,ising,0.37335904214476034,0.00017271058823529393,20.0
zz,heisenberg,0.3947589216125771,0.00010433054800837673,20.0
zz,ising,0.3947589216125771,6.53223529411767e-05,20.0
zz,heisenberg,0.4173649075596779,0.00020574628919134498,20.0
zz,ising,0.4173649075596779,0.00013896941176470533,20.0
zz,heisenberg,0.4412460680289318,0.0003871559879436165,20.0
zz,ising,0.4412460680289318,0.0001511105882352932,20.0
zz,heisenberg,0.46647536710246174,0.0001747050051850121,20.0
zz,ising,0.46647536710246174,0.000225275294117647,20.0
zz,heisenberg,0.49312988782871536,0.00018064876986755132,20.0
zz,ising,0.49312988782871536,0.0005099341176470592,20.0
zz,heisenberg,0.5212910677342192,0.0007841270183308065,20.0
zz,ising,0.5212910677342192,0.00020188705882352964,20.0
zz,heisenberg,0.5510449476395579,0.0006584564943221219,20.0
zz,ising,0.5510449476395579,0.00015355764705882345,20.0
zz,heisenberg,0.5824824345397914,0.00026819946422156906,20.0
zz,ising,0.5824824345397914,8.744000000000018e-05,20.0
zz,heisenberg,0.6156995793524993,0.000559055503061596,20.0
zz,ising,0.6156995793524993,3.4781176470587497e-05,20.0
zz,heisenberg,0.6507978703820303,0.0007137778966427035,20.0
zz,ising,0.6507978703820303,7.981647058823457e-05,20.0
zz,heisenberg,0.687884543396611,0.0007042547926376062,20.0
zz,ising,0.687884543396611,0.00034419294117646803,20.0
zz,heisenberg,0.7270729092656556,0.0005799362697119342,20.0
zz,ising,0.7270729092656556,0.00035765176470588293,20.0
zz,heisenberg,0.7684827001583452,0.0009027769976995377,20.0
zz,ising,0.7684827001583452,0.00011831058823530072,20.0
zz,heisenberg,0.8122404353611758,0.0006608736255940831,20.0
zz,ising,0.8122404353611758,0.00014795764705882212,20.0
zz,heisenberg,0.8584798078321985,0.000695976893925401,20.0
zz,ising,0.8584798078321985,4.621647058823607e-05,20.0
zz,heisenberg,0.9073420926729565,0.0006994745368907706,20.0
zz,ising,0.9073420926729565,9.139294117647047e-05,20.0
zz,heisenberg,0.9589765787661355,0.0004747437933250676,20.0
zz,ising,0.9589765787661355,6.616941176470597e-05,20.0
zz,heisenberg,1.0135410248977268,0.0005996469826751329,20.0
zz,ising,1.0135410248977268,0.00010240470588235324,20.0
zz,heisenberg,1.0712021417572508,0.0007786063837041412,20.0
zz,ising,1.0712021417572508,0.00022249882352941218,20.0
zz,heisenberg,1.1321361012887499,0.0007072474530959214,20.0
zz,ising,1.1321361012887499,8.089882352941206e-05,20.0
zz,heisenberg,1.1965290749487107,0.0012094085418957164,20.0
zz,ising,1.1965290749487107,0.0001197223529411766,20.0
zz,heisenberg,1.2645778025155154,0.0009861624669211708,20.0
zz,ising,1.2645778025155154,0.00016089882352941318,20.0
zz,heisenberg,1.336490193188254,0.0018870129990802564,20.0
zz,ising,1.336490193188254,0.0001455105882352938,20.0
zz,heisenberg,1.4124859608114548,0.0016132534172457853,20.0
zz,ising,1.4124859608114548,7.703999999999997e-05,20.0
zz,heisenberg,1.4927972951665573,0.0006191709079832817,20.0
zz,ising,1.4927972951665573,0.0003155341176470585,20.0
zz,heisenberg,1.577669571381064,0.0018012741405649363,20.0
zz,ising,1.577669571381064,0.0001831105882352925,20.0
zz,heisenberg,1.667362099622907,0.0010185710833769234,20.0
zz,ising,1.667362099622907,9.83576470588238e-05,20.0
zz,heisenberg,1.7621489173704834,0.00044043629053304304,20.0
zz,ising,1.7621489173704834,0.0003250870588235292,20.0
zz,heisenberg,1.8623196266790718,0.001196916061840158,20.0
zz,ising,1.8623196266790718,0.00026358117647058883,20.0
zz,heisenberg,1.9681802790016327,0.0010937899062691896,20.0
zz,ising,1.9681802790016327,0.00018391058823529432,20.0
zz,heisenberg,2.080054310267486,0.001597276989078838,20.0
zz,ising,2.080054310267486,0.0002077694117647057,20.0
zz,heisenberg,2.198283529075721,0.0013449151260453056,20.0
zz,ising,2.198283529075721,0.0001028282352941178,20.0
zz,heisenberg,2.3232291610226077,0.001032726340545676,20.0
zz,ising,2.3232291610226077,0.00016744000000000036,20.0
zz,heisenberg,2.4552729523537717,0.001837893881946457,20.0
zz,ising,2.4552729523537717,0.0002088988235294123,20.0
zz,heisenberg,2.594818336313024,0.0010012396439333284,20.0
zz,ising,2.594818336313024,0.00020725176470588223,20.0
zz,heisenberg,2.7422916657515284,0.0009771653334414102,20.0
zz,ising,2.7422916657515284,0.00031059294117646884,20.0
zz,heisenberg,2.898143515763133,0.0017649687732760508,20.0
zz,ising,2.898143515763133,8.979294117647128e-05,20.0
zz,heisenberg,3.062850060325979,0.0011684043343139243,20.0
zz,ising,3.062850060325979,6.93223529411764e-05,20.0
zz,heisenberg,3.2369145271562694,0.0014048453535657707,20.0
zz,ising,3.2369145271562694,9.28988235294119e-05,20.0
zz,heisenberg,3.420868735219366,0.001468792945038582,20.0
zz,ising,3.420868735219366,4.9039999999999984e-05,20.0
zz,heisenberg,3.6152747195956465,0.0014613828490990944,20.0
zz,ising,3.6152747195956465,9.906352941176468e-05,20.0
zz,heisenberg,3.820726448665623,0.0015060967968573407,20.0
zz,ising,3.820726448665623,0.00011026352941176461,20.0
zz,heisenberg,4.037851638860895,0.0011190810217982996,20.0
zz,ising,4.037851638860895,0.00017849882352940921,20.0
zz,heisenberg,4.267313672525386,0.0012452049891907015,20.0
zz,ising,4.267313672525386,0.00037167529411764725,20.0
zz,heisenberg,4.509813624746718,0.0013070241567490935,20.0
zz,ising,4.509813624746718,0.00013840470588235358,20.0
zz,heisenberg,4.766092405350053,0.0007763223560704172,20.0
zz,ising,4.766092405350053,0.0001833458823529413,20.0
zz,heisenberg,5.036933022599099,0.0007157526069319362,20.0
zz,ising,5.036933022599099,0.00010711058823529485,20.0
zz,heisenberg,5.32316297552029,0.0005124423065357281,20.0
zz,ising,5.32316297552029,0.0001723811764705891,20.0
zz,heisenberg,5.625656782159669,0.0003684158042634941,20.0
zz,ising,5.625656782159669,6.311058823529378e-05,20.0
zz,heisenberg,5.945338651496844,0.0006182681531800453,20.0
zz,ising,5.945338651496844,0.00011209882352941199,20.0
zz,heisenberg,6.283185307179589,0.00038735200554248584,20.0
zz,ising,6.283185307179589,9.595764705882373e-05,20.0
